{0}bb,bsjxxsi.oruhre 转换
{0}la+fkslg.ruoheo 如何
{0}la+ou+rjdzkiyu.uioufowhe 石神望
{0}la+oe+dbpddzib.jioxlowue 吉祥物
{0}la+ioebz.jioxlo 吉祥
{0}la+ilp.kzugju 口感
{0}la+lz+rloprjc.jueduodmu 句読点
{0}la+krg.ruoxxe 如下
{0}la+kzusy.hvodce 回到
{0}la+ka+td+le+rfusztrkuzl.jiobfuxbixiujue 吉本新喜劇
{0}la+wkmfy.hvojxi 回家
{0}la+exlg.ruoroe 如若
{0}la+ejhw.guudmu 古典
{0}la+ekkhg.ruoqio 如其
{0}la+dfkly.hvodao 回答
{0}kp+rlou.bwujki 北京
{0}kp+rexee.zhesse 葬送
{0}kp+rdmu.bwufhi 北方
{0}kp+hgc.iyojbi 纯金
{0}kp+fd+is+grhgkdsnfi.veeyielkenlo 悪役令嬢
{0}kp+od+gurevkvdd.veeykuxlu 悪影響
{0}kp+lo.hjjlur.bwujkigoi 北京鍋
{0}kp+lo.wx+yudvourom.bwujkikcuyai 北京烤鴨
{0}kp+ka+kyrltrfzk.ciovreiyo 雌二醇
{0}kp+ex,vp+bf+dt+erxbeerdiees.zhessedeafuolielmo 葬送的芙莉莲
{0}kp+dfdsnk.veeyie 悪役
{0}kp+dm+bkgiorfznx.ciojiisue 雌激素
{0}ky+emug.xiejpo 细节
{0}ky+dtsisrc.qmiyio 遷移
{0}kn.jm.mf+nrmtikkrdg.bkixtulvuyzo 冰雪旅游
{0}kn.kjmki.bkixtu 冰雪
{0}kx+xmlnp.tmijxi 添加
{0}kx+rlmkljm.ouecio 助詞
{0}kx+zfiglkm.kxeyte 跨越
{0}kt+xk+zx+zy+fwfekz.yuuzoumwuliurfo 宇佐美理人
{0}kt+xk+ezxwf.yuuzoumwu 宇佐美
{0}kt+rvljhf.yuoyye 余韻
{0}kt+kr+kr+kolixwfvf.jtodkeuiefzu 决定是否
{0}kt+wuyw.yuuoze 宇宙
{0}kt+wkrfix.jtodke 决定
{0}kr+xmd.iielie 斥力
{0}kr+hj.li+mofkfwferpk.dkeqiiuieyje 定期試験
{0}kr+mb+edtsgogu.yjinaelie 嫣娜莉
{0}kr+oa+vkrfvfk.uiebueuie 是不是
{0}kr+ixwf.dkeyie 定义
{0}kr+kolvf.uiefzu 是否
{0}kr+wa+divff.uieufomea 是什么
{0}kr+ehjwf.dkeqii 定期
{0}kr+ejfxsic.uuisje 疏散
{0}kr+djuswf.dkeoie 定制
{0}kg+bk+wa+wklybpjb.bnuqkofgifue 表情丰富
{0}kg+pbkjb.bnuqko 表情
{0}kg+nwkhb.bnuyju 表演
{0}kg+ttdbio.suecdo 素材
{0}kg+rxb.bnudao 表达
{0}kg+rlmcb.bnujie 表記
{0}kg+godkm.qnumne 巧妙
{0}kg+uuym.ohuxqe 長袖
{0}kg+krukgu.jqioge 纠正
{0}kg+klsgklm.hcemau 号码
{0}kg+kkob.bnuuie 表示
{0}kg+kzjccb.bnuxme 表現
{0}kg+svpfb.bnuxle 表象
{0}kg+wlfxgsf.yrogue 缘故
{0}kg+epxpm.ohucsi 長葱
{0}kg+db+vrlommc.ohuwwujku 長尾景
{0}ku+brezi.isiole 冲撞
{0}ku+fesiblkf.tnewuu 跳舞
{0}ku+kzii.isiyai 冲压
{0}ku+sufktjs.ujiiuo 删除
{0}ku+whixi.isitui 冲突
{0}ku+wjkfx.bmeyio 便宜
{0}kh+ffxmvy.udeuhi 晒伤
{0}kf+fisigf.zselke 纵令
{0}kf+fsxxj.bkeqie 病気
{0}kf+fwuxgf.zseuiu 纵使
{0}kf+jxogf.zserjo 纵然
{0}kf+iftikx.ogefuu 政府
{0}kf+ehzgz.wwojii 维基
{0}kf+dtjkx.ogecee 政策
{0}kj+hk+xa+iwywbwr.qkiksiwfokue 青空文庫
{0}kj+jckh.xlemue 項目
{0}kj+okjhpn.yzufjo 懮煩
{0}kj+idmgk.zuuigo 组成
{0}kj+ktfn.yziyuo 優于
{0}kj+kr+kedddrwf.kfudkexko 肯定形
{0}kj+zd+ienfndc.yzixmidue 優先度
{0}kj+whkb.qkiksi 青空
{0}kj+wkrfr.kfudke 肯定
{0}kj+dzdcfn.yzixmi 優先
{0}kc+bwufji.grijpo 冠捷
{0}kc+tkkoo.glibni 光标
{0}kc+kt+wuykw.yroyuuoze 元宇宙
{0}kc+kg+rlmckb.yrobnujie 元表記
{0}km+ymik.yuutmo 羽田
{0}km+ya+hk+nehcmikw.yuutmoksighu 羽田空港
{0}km+nxburf.ouojme 逐渐
{0}km+xdukiur.fwiduo 非独
{0}km+rukur.fwioiu 非止
{0}km+rmffxwf.jxizuo 家族
{0}km+gorivmik.yuuoii 羽織
{0}km+fzjchwf.jxilbe 家賃
{0}km+fvkur.fwidje 非但
{0}km+kg+kkourb.fwibnuuie 非表示
{0}km+skkngc.jielue 纪录
{0}km+wbwlk.liehde 厉害
{0}km+wjkkur.fwioio 非直
{0}km+wjewmik.yuunjo 羽南
{0}km+dbztiur.fwitee 非特
{0}km+dfzrfur.fwituo 非徒
{0}ko 不
{0}ko+bsxzr.hdotku 还挺
{0}ko+ndsnr.hdomwo 还没
{0}ko+ndwlm.lkohoo 灵活
{0}ko+xuzr.hdozde 还在
{0}ko+xjr.hdoyzu 还有
{0}ko+ijppr.hdongo 还能
{0}ko+kygr.hdoyce 还要
{0}ko+kcym.lkohxe 灵画
{0}ko+vkrfr.hdouie 还是
{0}ko+ds+xjrnn.hdomwoyzu 还没有
{0}ki.nldcux.olekle 状況
{0}ki.xblmwgmj.bmijio 编辑
{0}ki.xipux.oletde 状态
{0}ki.fzjchmz.wuilbe 屋賃
{0}ki.syksxc.yzoyuo 鱿鱼
{0}kl+bxdxf.heozze 合奏
{0}kl+bregj.tsojpi 同接
{0}kl+tdnlf.heogeo 合格
{0}kl+rukdj.tsobue 同步
{0}kl+revpj.tsoyie 同意
{0}kl+rdwlf.heouie 合适
{0}kl+hj.dbkje.tsoqiiugi 同期生
{0}kl+ffmf.heozoe 合作
{0}kl+fktwy.fueyuo 富余
{0}kl+fkkim.siihve 司会
{0}kl+feef.heobke 合併
{0}kl+jkidc.kleqpu 况且
{0}kl+ojstj.tsoxto 同学
{0}kl+owif.heooje 合戦
{0}kl+ixj.tsoyie 同义
{0}kl+idmf.heoigo 合成
{0}kl+kxd.hzetmi 后天
{0}kl+kzyzf.heoliu 合理
{0}kl+wfkvf.heosue 合宿
{0}kl+ehjj.tsoqii 同期
{0}kl+emud.hzejpo 后节
{0}kl+vtij.tsouio 同时
{0}kl+vztij.tsouio 同時
{0}kl+dn+igkrkftl.heogeooge 合格证
{1}kkp 悪
{0}kk.bm+iqpkmo.sjimaulue 三馬鹿
{0}kk.ba+fj+dwllkobcc.sjibjegvigru 三半規管
{0}kk.pt+dvpiehf.qiotaidea 其他的
{0}kk.xbfksri.yyeuui 运输
{0}kk.xsk.sjijqu 三九
{0}kk.txkrkwc.wjoogu 完整
{0}kk.twnk.sjioii 三枝
{0}kk.rfbg.ofeyui 振込
{0}kk.rloto.bnidmu 标点
{0}kk.rlkklrl.yjoyuu 言語
{0}kk.rdmrc.yrufhi 远方
{0}kk.gofzk.sjiwwo 三維
{0}kk.gl+dftitoih.bniuiofuo 标识符
{0}kk.gkfzk.sjiwwo 三维
{0}kk.ug+efpxoyoz.ndeloohxi 奈羅花
{0}kk.ueh.qioosi 其中
{0}kk.fpteh.qiotai 其他
{0}kk.fkzwc.wjoqro 完全
{0}kk.jbri.yyeyse 运用
{0}kk.jd+bz,ttteuvdti.ljopaeteesfi 兰帕特森
{0}kk.mwkziwc.wjobie 完璧
{0}kk.md+gifehdku.qiosouyiu 其所以
{0}kk.of+ifgkgz.sjiwwozii 三維姿
{0}kk.iglhto.bniuio 标识
{0}kk.idmwc.wjoigo 完成
{0}kk.lo.ft,lkgmtordi.bnidmufuohce 标点符号
{0}kk.lk+ojstrlrkl.yjoyuuxto 言語学
{0}kk.kizeg.ufeoie 甚至
{0}kk.sukljrc.yrugeo 远隔
{0}kk.sjbk.sjijnu 三角
{0}kk.zsmdfi.hveihu 会场
{0}kk.wn+ja+mbsuktv.sjioiimkonae 三枝明那
{0}kk.wrxeh.qiouio 其实
{0}kk.dn+silbgf.ofefjumko 振仮名
{0}kk.dtldzrc.yruigo 远程
{0}kk.drek.sjilie 三笠
{0}kk.dfkksri.yyexko 运行
{0}kk.djceri.yyesre 运算
{0}kk.dm+lm+fispwcirc.wjoigojienme 完成記念
{0}kk.dm+lm+is+zs,zlelwcircfpff.wjoigojienmehrixiu 完成記念大歓喜
{0}kk.dzxmrl.yjodse 言動
{0}kk.dwdsnk.sjidre 三段
{0}kk.dv+jhuskko.sjiyrozeo 三原則
{0}ks 到
{0}kso 烈
{0}ks+bixcb.daurcu 打扰
{0}ks+yy.tkitmo 町田
{0}ks+yehxl.qioyie 奇異
{0}ks+ya+wa+iwhhyd.tkitmoqmimao 町田千麻
{0}ks+nrxugfk.jkijie 经济
{0}ks+rxfs.liewfo 例文
{0}ks+rkjw.nkokfu 宁肯
{0}ks+rdzlb.dauzce 打造
{0}ks+gimxl.qiohre 奇幻
{0}ks+glfs.lieruo 例如
{0}ks+gkpigz.nquyti 纽约
{0}ks+hsxbb.daujme 打鍵
{0}ks+fshmdf.qieffi 气氛
{0}ks+ce+ytxll.qioyiegou 奇异果
{0}ks+ojlujgfk.jkiiho 经常
{0}ks+ikldcfl.heokle 何况
{0}ks+lcexl.qioyie 奇异
{0}ks+kopw.nkoyre 宁愿
{0}ks+kslw.nkokeu 宁可
{0}ks+ejhgfk.jkidmu 经典
{0}ks+djceb.dausre 打算
{0}kzf+x 致
{0}kz+brwwf.qropbi 全拼
{0}kz+prmkyi.goonnu 国鸟
{0}kz+ykzif.qrogoo 全国
{0}kz+tpigl.jpogze 结构
{0}kz+tugl.jpouue 结束
{0}kz+rxf.qrowfo 全文
{0}kz+rldwlf.qrohxe 全話
{0}kz+reyi.goolie 国立
{0}kz+rddbkyi.gooiju 国産
{0}kz+goimjf.qrobmi 全編
{0}kz+gdpvgl.jpohyi 结婚
{0}kz+uu.gr+umlyiwsidm.goouiefhuwfe 国事访问
{0}kz+ftkf.qrotiu 全体
{0}kz+fkkiyi.goohve 国会
{0}kz+ld+ka+ohbfrwl.qrohxeyiijuu 全話一挙
{0}kz+kymuf.qromme 全面
{0}kz+km+uj+sm+lp+mmlyiwfrzdh.goojxiuieihuzsujuo 国家市场监管总局
{0}kz+km+uj+sm+wl+lp+mmlyiwfrzddlh,ooxiiehurusuuo 国家市场监管总局
{0}kz+kziwnf.qroqqo 全球
{0}kz+sukkoyi.goojie 国际
{0}kz+zi+su+kfkwndd.qroqqodieyii 全球第一
{0}kz+wuusyi.goouie 国事
{0}kz+wkmfyi.goojxi 国家
{0}kz+wkziyi.goobcu 国宝
{0}kz+wvsuf.qrodzi 全都
{0}kz+vskef.qrokdi 全開
{0}kz+dqdf.qroufi 全身
{0}kz+dimjf.qropmi 全篇
{0}kw+iojdcrn.qiouie 歧视
{0}kw+dimjgsx.xuepmi 续篇
{0}ke+bwsvcsb.xmiyje 鲜艳
{0}ke+ka+xkfjkik.iuovrebke 厨二病
{0}kv+rkklwk.xriyjo 宣言
{0}kv+fksspk.hgolie 恒例
{0}kv+vdbkpk.hgoxki 恒星
{0}kd+pd+hd+le+otlnlvdekuzl.lueyiesiijximiu 路易斯嘉米
{0}kd+ntdnds.oueboi 筑波
{0}kd+rxmlnl.luebmi 路边
{0}kd+fbmxsxu.jnivce 骄傲
{0}kd+ktgnr.osiyuo 终于
{0}kd+klmbono.yromau 源碼
{0}kd+dk+kowmvru.xiojbepko 習近平
{0}ka+br.uheuzu 上手
{0}ka+pa+kp.yiibiuyii 一比一
{0}ka+ywjch.yiigre 一貫
{0}ka+nfyrn.jlihdu 江海
{0}ka+xlx.zouyze 左右
{0}ka+tjjt.bfupgo 本棚
{0}ka+teb.yiiyhe 一样
{0}ka+tet.bfuldo 本来
{0}ka+ter.uheldo 上来
{0}ka+rpkk.yiixpi 一些
{0}ka+rlo.yiidmu 一点
{0}ka+re+gs+bsjxrfkk.uhewwehuehre 上位互換
{0}ka+rdgr.uheyii 上衣
{0}ka+rd+fpdsn.yiibjihxe 一般化
{0}ka+rd+fdsn.yiibjirfo 一般人
{0}ka+gofzk.vrewwo 二維
{0}ka+hj.dbke.yiiqiiugi 一期生
{0}ka+frer.uhewwe 上位
{0}ka+fu.yiigee 一个
{0}ka+flvf.tsooie 仝智
{0}ka+mijcc.yiilju 一覧
{0}ka+of+klmbokgz.vrewwomau 二維碼
{0}ka+kf+klsgkkgz.vrewwomau 二维码
{0}ka+klwsc.yiiwju 一碗
{0}ka+kk.ee,bkskkf.vresjibkedau 二三併打
{0}ka+sv+jl+va+esfxtvd.bfujmixleriekvo 本間向日葵
{0}ka+ztx.yiikke 一块
{0}ka+zflc.yiiqiu 一起
{0}ka+wj+pdbkych.yiigrexke 一貫性
{0}ka+wkrf.yiidke 一定
{0}ka+ebjcr.uheoea 上着
{0}ka+dqdr.uheufi 上身
{0}ka+drdsn.yiibji 一般
{0}ka+dimj.yiipmi 一篇
{0}ka+dztir.uhedgu 上等
{0}sp+pxujk.ksubue 恐怖
{0}sp+pjkhk.ksujue 恐惧
{0}sp+pdvk.ksupae 恐怕
{0}sp+xu+xkrkkpj.ksubueoge 恐怖症
{0}sp+rgk.siuwho 死亡
{0}sp+iouyuk.siuufo 死神
{0}sn+reckjtk.jiodri 極端
{0}sn+ogfxc.hjouue 函数
{0}sn+sd+iozddvz.fgehlouee 凤凰社
{0}sx+nj+ym.ksushbdekc.jmepjopwelpe 鍵盤配列
{0}sx+rlmklhb.jmecio 鍵詞
{0}sx+uycd.fgidme 风电
{0}sx+un+sf+lkdnlfbii.jmekhioiilue 健康之路
{0}sx+hmdf.qieffi 気分
{0}sx+fwjkhb.jmeoio 鍵值
{0}sx+iunfb.jmekhi 健康
{0}sx+ki.fp+mbsufbmze.jmewuihxinae 健屋花那
{0}sx+ksushb.jmelpe 鍵列
{0}sx+sufkkd.fgixmu 风险
{0}sx+svpff.qiexle 気象
{0}sx+vp+iksfsf.qiexletki 気象庁
{0}sx+dnjehb.jmepjo 鍵盤
{0}st+yriw.ziemuu 字母
{0}st+teg.hculdo 好来
{0}st+ftkw.zietiu 字体
{0}st+fsvfg.hcuxle 好像
{0}st+lkgmw.ziehce 字号
{0}st+ldkug.hcutki 好听
{0}st+kzkkcg.hcuwjo 好玩
{0}st+evxjw.ziemue 字幕
{0}st+dtuw.zieosu 字种
{0}st+dftiw.ziefuo 字符
{0}sr+ja+vdukv.oiumkorie 凪明日
{0}sr+kekdg.lpekdi 裂开
{0}su+ba+kk.fk+ydnrksxridks.lpeieiyyexkotuo 列车运行图
{0}su+xbks.lpeiei 列车
{0}su+uj+tu+sisinxds.dgebueliedoi 邓布利多
{0}su+fdks.lperue 列入
{0}su+kk.ykziddk.diesjigoo 第三国
{0}su+kk.rdmddk.diesjifhi 第三方
{0}su+kdd.dieyii 第一
{0}su+ka+ti+umvddv.dieyiiuiojmi 第一时间
{0}su+ka+rlsuddk.dievrebue 第二部
{0}sf+bxdxl.ivizze 吹奏
{0}sf+xd,ft,rlsulbxi.ivizzeleebue 吹奏楽部
{0}sf+xd,iftlbx.ivizzelee 吹奏楽
{0}sf+rdgun.hriyko 欢迎
{0}sf+umvi.oiijmi 之间
{0}sf+md+gifidku.oiisouyiu 之所以
{0}sf+okcv.ujugli 閃光
{0}sf+lkdnli.oiilue 之路
{0}sf+ki.oiiyii 之一
{0}sf+ejusi.oiiqmo 之前
{1}sjx+m 勇
{0}sj+jbuch.fweyse 費用
{0}sc+ra Scrapbox$_
{0}sm+fpnt.jkehxe 浄化
{0}sm+fklzd.ihuheo 场合
{0}sm+vrlozd.ihujku 场景
{0}sm+dmdkuzd.ihusou 场所
{0}si+rtirj.tsigoe 通过
{0}si+redcrj.tsidce 通道
{0}si+frklrj.tsixbe 通信
{0}si+jbb.oriyse 专用
{0}si+ojlujrj.tsiiho 通常
{0}si+zwmunrj.tsibce 通報
{0}si+ehb.oriyee 专业
{0}si+dtsorj.tsiigi 通称
{0}si+drrdsrj.tsihho 通航
{0}sl+ntxk.keujto 可決
{0}sl+gifk.keuyiu 可以
{0}sl+jjpnk.keuvde 可愛
{0}sl+jjxnk.keuvde 可爱
{0}sl+oj+fpkicc.keuuiehxe 可視化
{0}sl+ijppk.keungo 可能
{0}sl+iojcck.keuuie 可視
{0}sl+vfkjhv.wfetio 問題
{0}sl+vkrfk.keuuie 可是
{0}sk+rlokjh.dkudmu 頂点
{0}sk+gilve.kdiuiu 開始
{0}sk+hsjh.yuejbi 預金
{0}sk+mijccsjh.yuelju 預覧
{0}sk+kcyhn.luehxe 録画
{0}sk+kk.ipkvefi.kdihveuie 開会式
{0}sk+sfkxpve.kdifai 開発
{0}sk+evxjve.kdimue 開幕
{0}ss 了
{0}sz,fk+tjkktf.xkojmuoai 型検査
{0}sz,lkgmk.xkohce 型号
{0}sz,eyb.nququi 扭曲
{0}se+tyvx.gridsi 関東
{0}se+rwywvx.grilmo 関連
{0}se+fdgovx.grixie 関係
{0}svc 色
{0}sd+brvwbm.rgidne 扔掉
{0}sd+nuygm.nduyzo 奶油
{0}sd+rtutn.jiosue 极速
{0}sd+fdgitn.jiodii 极低
{0}sd+jxofm.rgorjo 仍然
{0}sd+okctn.jiogli 极光
{0}sd+ldldui.fgilvu 風呂
{0}sd+stgm.nduzia 奶子
{0}sd+suln.xiiybu 吸引
{0}sd+suvgtn.jioxme 极限
{0}sd+eftgm.nduiao 奶茶
{0}sa+kf+prmkdgz.jiuwwonnu 几维鸟
{0}sa+kkcf.yieyro 亿元
{0}sa+dotd.jiuhui 几乎
{0}zy+pdbkkz.liuxke 理性
{0}zy+rlfkjkz.liulye 理論
{0}zy+re+hd+ogfxkugzcrn.hrojkebmeuue 環境変数
{0}zy+uykz.liuyzo 理由
{0}zy+omkkz.liudhi 理当
{0}zy+kziwnkug.hroqqo 環球
{0}zy+sjmdbkz.liujpu 理解
{0}zy+zreckug.hrojke 環境
{0}zx+yusie.mwuloo 美罗
{0}zx+ykzie.mwugoo 美国
{0}zx+njdce.mwugri 美观
{0}zx+rlmkldm.dsecio 動詞
{0}zx+hf+nrfxewl.mwursoyee 美容液
{0}zx+ffmdm.dsezoe 動作
{0}zx+fi+fiwlledhs.mwuuuegru 美術館
{0}zx+ippdm.dsetde 動態
{0}zx+lwte.mwuwwe 美味
{0}zx+kcydm.dsehxe 動画
{0}zx+kzfiie.mwulko 美玲
{0}zx+whfle.mwurso 美容
{0}zx+duvie.mwutue 美兎
{0}zx+dfihse.mwuuue 美術
{0}zx+da+geo.mwuucunvu 美少女
{0}zt+ytdf.jiotro 集团
{0}zt+rlwvi.uiojie 時計
{0}zt+revf.jioybi 集音
{0}zt+uf.jioosi 集中
{0}zt+umtdzi.fgibie 封闭
{0}zt+fipvi.uiodde 時代
{0}zt+ojlvi.uiouhe 時尚
{0}zt+ehjvi.uioqii 時期
{0}zt+vsvvi.uiojmi 時間
{0}zt+djklzi.fgitsu 封筒
{0}zr+kzdvkpc.huupoe 琥珀
{0}zu+idgiks.dcediu 到底
{0}zu+ssks.dcelea 到了
{0}zf+ukjfkdd.ofigve 珍贵
{0}zf+kspkx.oiesiu 致死
{0}zf+sp+vp+fx+xkfjkxkdix.oiesiudeajiobke 致死的疾病
{0}zj+xuzkcc.xmezde 現在
{0}zj+xuzkdc.xmezde 现在
{0}zj+tu+jbkds.zdelieyse 再利用
{0}zj+rx+ea+yfuukdcwp.xmeuiouiejpe 现实世界
{0}zj+hkcc.xmejbi 現金
{0}zj+kkkk.zdesji 再三
{0}zj+kzwljkjk.ujihuo 珊瑚
{0}zj+sxubk.zdejme 再建
{0}zj+sm+bk+ikldckdczdpj.xmeihuqkokle 现场情况
{0}zj+svpfkcc.xmexle 現象
{0}zj+zsmdkdc.xmeihu 现场
{0}zj+zw,klfzokjkklj.ujihuojni 珊瑚礁
{0}zj+wrxkdc.xmeuio 现实
{0}zo+njkly.hwidse 黑洞
{0}zo+rlof.jnidmu 焦点
{0}zo+hd+nziyici.hwimoofau 黑魔法
{0}zo+hd+zi+ur+ff,ityicinsdmdku.hwimoofaufhoyueuue 黑魔法防御术
{0}zo+od+nevxyn.hwiuaimoe 黑沙漠
{0}zo+lo.gr+igoofridm.jnidmufhutjo 焦点访谈
{0}zo+ea+rptye.hwijkuido 黒井柴
{0}zo+vrevy.hwivje 黑暗
{0}zi 去
{0}zi+ykzin.faugoo 法国
{0}zi+xmk.yailie 压力
{0}zi+tkju.jnubfu 脚本
{0}zi+ftkkwn.qqotiu 球体
{0}zi+oxju.jnujmi 脚尖
{0}zi+svdik.yuetue 玉兔
{0}zi+wgtn.fauvje 法案
{0}zi+vd+ka+lkgmksik.yuetuevrehce 玉兔二号
{0}zl+rmdj.ozibmi 周辺
{0}zl+fbj.ozinmo 周年
{0}zl+ma+kjx.ozilieyii 周力一
{0}zl+stt.juozia 桔子
{0}zl+ehjj.oziqii 周期
{0}zk+tfznjh.jkuivo 頚椎
{0}zk+fj+ms+kyjklkokst.hrobkuyyetso 环丙孕酮
{0}zk+fltko.hrobcu 环保
{0}zk+zrecko.hrojke 环境
{0}zs,pyis.yeuxbi 野心
{0}zs,ojldcyis.yeudhu 野党
{0}zs,zlelff.hrixiu 歓喜
{0}zs,zvdff.hriugi 歓声
{0}zz,bnkyubr.gxemme 掛麺
{0}zz,rdgb.gxeyii 挂衣
{0}zv+dy+llixlud.uuilqoqie 書留器
{0}zd+rkrfs.pkokau 凭卡
{0}zd+fwlxdc.xmizoe 先做
{0}zd+kr+wn+hibfsrm.pkokauquuqmo 凭卡取銭
{0}zd+wa+wpjsdcr.xmidzenko 先斗寧
{0}za+bztir.ouuiio 主持
{0}za+bdtyr.ouuboi 主播
{0}za+ykzik.whogoo 王国
{0}za+rctir.ouudcu 主導
{0}za+rlkklr.ouuyuu 主語
{0}za+revpr.ouuyie 主意
{0}za+gowfvk.yaisoi 圧縮
{0}za+fk+ft,yzlgrvjhi.ouutioleeyro 主題楽園
{0}za+fk+klsfrvjh.ouutiogei 主題歌
{0}za+fa+hir.ouurfogsi 主人公
{0}za+kygr.ouuyce 主要
{0}za+kymuy.liumme 里面
{0}za+kixmr.ouudse 主动
{0}za+zpt.tuudie 土地
{0}za+zt+frbi.ouuiiorfo 主持人
{0}za+vfkjhr.ouutio 主題
{0}za+dbpddn.ugewue 圣物
{0}za+dgpd.rfouie 壬氏
{0}za+dcpl.tuuxii 吐息
{0}wy+bfzmrw.lmoxpo 連携
{0}wy+rtdkudz.osexbi 重新
{0}wy+rlodz.osedmu 重点
{0}wy+revdz.oseybi 重音
{0}wy+gozlrw.lmojpo 連結
{0}wy+godnlrw.lmoloe 連絡
{0}wy+ufvndz.osefue 重複
{0}wy+hojhrw.lmosou 連鎖
{0}wy+fv+uu.ksusdzunuh.osefueuyelpe 重複順列
{0}wy+klsgkdz.osemau 重码
{0}wy+kvstdz.osehze 重厚
{0}wy+ebjcdz.oseoea 重着
{0}wn+nojm.quuxni 取消
{0}wn+rfm.quuyui 取込
{0}wn+ftkj.oiitiu 肢体
{0}wn+itb.jieuue 技术
{0}wn+dfihsb.jieuue 技術
{0}wn+dfvkim.quudeo 取得
{0}wn+djcm.quuzie 取自
{0}wx+yudvoom.kcuyai 烤鴨
{0}wx+wxvev.oueoeu 著者
{0}wx+dubzsi.oiobiu 執筆
{0}wt+ykziwkb.hjogoo 韓国
{0}wt+nojb.mwexni 抺消
{0}wt+trewg.mweziu 妹梓
{0}wu+ffx.uiurfo 使人
{0}wu+jbfx.uiuyse 使用
{0}wh+nuyih.maoyzo 麻油
{0}wh+okjfih.maofjo 麻烦
{0}wh+vjmlp.csimko 聪明
{0}wf+rtsuwkj.lyogoi 輪郭
{0}wf+rexwks.uuisse 輸送
{0}wf+fwlxsx.gjuzoe 敢做
{0}wf+fdwks.uuirue 輸入
{0}wf+da+nziwksf.uuiruefau 輸入法
{0}wj+rsijych.gretsi 貫通
{0}wj+mm.xa+krwuwk.icowfotmixxe 朝闻天下
{0}wj+ky+fk+njfsdfvztk.oiellejmucee 质量检测
{0}wj+vkyzdf.oielle 质量
{0}wj+va+je+ekhywww.icorienjoqme 朝日南茜
{0}wm+redczun.bcedce 報道
{0}wm+vdbkbk.hvexki 彗星
{0}wm+dzlzun.bcegce 報告
{0}wi+smto.ojeogi 戦争
{0}wi+wko.ojeuie 戦士
{0}wl+givgg.guinlo 姑娘
{0}wl+jxoy.guerjo 固然
{0}wl+owie.kuuoje 苦戦
{0}wl+krd.ueoxxe 舌下
{0}wl+kspt.kuisiu 枯死
{0}wl+kzyzdl.gruliu 管理
{0}wl+zy+wxvdlkz.gruliuoeu 管理者
{0}wl+wjewnj.huonjo 湖南
{0}wl+wkrfy.guedke 固定
{0}wl+wkkcfx.zoewjo 做完
{0}wl+ddym.juilqo 居留
{0}wk+bxdxnh.yjuzze 演奏
{0}wk+bsjxwki.oruhre 転換
{0}wk+bwnnh.yjujie 演技
{0}wk+rfusnh.yjujue 演劇
{0}wk+rexwki.orusse 転送
{0}wk+fkkinh.yjuhve 演会
{0}wk+ljchnh.yjuyro 演員
{0}wk+llltlk.xrizce 喧噪
{0}wk+wxvnh.yjuoeu 演者
{0}wk+dbkwki.oruugi 転生
{0}ws,rljjwf.rrugci 軟膏
{0}ws,fdbwf.rrujme 軟件
{0}ws,zt+rlwjcvi.wjeuiojie 腕時計
{0}ws,ezxbvc.yjemwu 艳美
{0}ww,yzsidc.fjeizo 範疇
{0}ww,nsinj.icoxii 潮汐
{0}ww,sjmdbmyp.tkijpu 聴解
{0}we+nsfmx.lmohri 联欢
{0}we+fklmx.lmoheo 联合
{0}we+jx.bfiyte 奔月
{0}we+kl+ykzimxf.lmoheogoo 联合国
{0}wd+kxmdu.lnotmi 聊天
{0}wd+wksy.wuonko 毋宁
{0}wd+ebkdsn.dreiae 段差
{0}wd+endldsn.dreloe 段落
{0}wa+ntuhv.zculde 早瀬
{0}wa+tgiim.vrujii 耳機
{0}wa+tu+zrfvnh.zculdezzu 早瀬走
{0}wa+tdsm.vrujii 耳机
{0}wa+rkidod.qmisve 千歳
{0}wa+hmd.uioffi 十分
{0}wa+mkklid.qmixyo 千尋
{0}wa+mdbct.moewwu 末尾
{0}wa+is+csisi.uiodoisve 十多岁
{0}wa+wnk.gjeoii 干支
{0}wa+wklyb.fgifue 丰富
{0}wa+dif.ufomea 什么
{0}e 是
{0}eb,fivgn.yhouio 洋食
{0}eyu+s 夢
{0}ey+ya+ja+nilrzv.tsotmomkooie 童田明治
{0}ey+rldwlrz.tsohxe 童話
{0}ey+igdwlrz.tsohxe 童话
{0}ey+ienng.nsodue 濃度
{0}ex,reer.ssejbe 送进
{0}ex,lfzl.xnewwo 咲唯
{0}ex,kzusr.ssedce 送到
{0}ex,silml.niemko 匿名
{0}eg+kem.ojukdi 展开
{0}eg+vskem.ojukdi 展開
{0}eu+st+io+rlkklnfwr.hjezieuuoyuu 漢字熟語
{0}eu+wstnf.hjezie 漢字
{0}eh 共
{0}ehj 期
{0}eh+nr+fkkikd.yaedsihve 亚冬会
{0}eh+rkkik.yaeyye 亚运
{0}eh+uimb.gsumfo 拱门
{0}eh+ojlujy.yieiho 異常
{0}eh+iokf.gsiyki 供应
{0}eh+kkov.xmuuie 显示
{0}eh+kk.fkkikri.yaeyyehve 亚运会
{0}eh+ksrdgbu.siilpe 撕裂
{0}eh+za+ka+is+dfwypkywsi.yaeliuuiedoideo 亚里士多德
{0}eh+dc+hsudyl.yiexsidie 異兄弟
{0}eju+s 前
{0}ej+sjmdbwc.krijpu 寛解
